Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type,
Kibaoh Klashers,2017,7+,5.9,,1,0,0,0,1,
Kulipari: An Army of Frogs,2016,7+,6.9,,1,0,0,0,1,
Robot Trains,2017,all,5.4,,1,0,1,0,1,
Tornado Hunters,2014,,5.6,,1,0,0,0,1,
Kahi Suni,2015,7+,6.7,,1,0,0,0,1,
"Lady, La Vendedora de Rosas",2016,,,,1,0,0,0,1,
Empty,2008,,6.7,,1,0,0,0,1,
Wanda and the Alien,2014,all,6.5,,1,0,0,0,1,
Bromance,2008,,2.6,,1,0,0,0,1,
Made in Mexico,2018,,4,,1,0,0,0,1,
Spy Kids: Mission Critical,2018,all,4.6,,1,0,0,0,1,
Masha's Spooky Stories,2014,all,5,,1,0,0,0,1,
UFOs: The Best Evidence Ever (Caught on Tape),1997,,5.6,,1,0,0,0,1,
Life on Location,2009,all,7.5,,1,0,0,0,1,
Kulipari: Dream Walker,2018,7+,7.3,,1,0,0,0,1,
Wreck Trek,2013,,4.8,,1,0,0,0,1,
Luna Petunia,2016,all,6.4,,1,0,0,0,1,
Тобот,2010,,6.2,,1,0,1,0,1,
Stay Tuned!,2019,,8,,1,0,0,0,1,
Goodbye Dear Wife,2012,,6.5,,1,0,0,0,1,
Trek: Spy on the Wildebeest,2007,,7.8,,1,0,0,0,1,
Stretch Armstrong & the Flex Fighters,2017,,6.5,,1,0,0,0,1,
Gorilla Family & Me,2015,,8.2,,1,0,0,0,1,
Wild Ones,2014,,7,,1,0,0,0,1,
License To Drill Louisiana,2014,16+,6.5,,1,0,0,0,1,
Ex-Boyfriend,2011,,7.1,,1,0,0,0,1,
"Everyday Miracles: The Genius of Sofas, Stockings and Scanners",2014,all,7.5,,1,0,0,0,1,
Great Wild North,2015,7+,5.4,,1,0,0,0,1,
Way Back into Love,2011,,7,,1,0,0,0,1,
Love Cuisine,2015,,8.1,,1,0,0,0,1,
The Bomb Squad,2011,,7.6,,1,0,0,0,1,
Darr Sabko Lagta Hai,2016,,6.1,,1,0,0,0,1,
The Drunk and On Drugs Happy Funtime Hour,2011,,5.1,,1,0,0,0,1,
The Sporting Mavericks,2016,all,6.5,,1,0,0,0,1,
Leo & Tig,2017,all,6.8,,1,0,0,0,1,
Inborn Pair,2011,,6.9,,1,0,0,0,1,
The Future of Water,2007,,7.6,,1,0,0,0,1,
Wild Australia with Ray Mears,2016,,7.1,,1,0,0,0,1,
Luo Bao Bei,2018,all,7.2,,1,0,0,0,1,
La Rosa de Guadalupe,2011,,,,1,0,0,0,1,
Top Grier,2016,,5.6,,1,0,0,0,1,
The Garden of Heaven,2011,16+,8,,1,0,0,0,1,
The Miracle,2016,,6.2,,1,0,0,0,1,
Britain's Horror Homes,2015,,5.1,,1,0,0,0,1,
OH NO! It's An Alien Invasion,2013,all,5.5,,1,0,0,0,1,
Momo Salon,2014,7+,,,1,0,1,0,1,
Space Dealers,2019,,6.7,,1,0,0,0,1,
Tjovitjo,2017,,4.8,,1,0,0,0,1,
Extreme Animal Obsessions,2013,,5,,1,0,0,0,1,
Inst@famous,2018,18+,3.6,,1,0,0,0,1,
Screenland,2017,,6.8,,1,0,0,0,1,
Who's The One,2011,,7.4,,1,0,0,0,1,
Angel 'N' Devil,2014,,4.9,,1,0,0,0,1,
The Quon Dynasty,2011,,6.1,,1,0,0,0,1,
La Esclava Blanca,2016,,,,1,0,0,0,1,
Fabulosas Flores,2015,16+,7.7,,1,0,0,0,1,
Entangled,2014,,6.5,,1,0,0,0,1,
Jimmy: The True Story of a True Idiot,2018,all,6.4,,1,0,0,0,1,
Footprints,2013,,5.8,41%,1,0,0,0,1,
Maharakshak Devi,2015,,6.4,,1,0,0,0,1,
Treehouse Detectives,2018,,6.8,,1,0,0,0,1,
Immortal Classic,2012,16+,,,1,0,0,0,1,
Vroomiz,2012,,4.9,,1,0,1,0,1,
Bottersnikes & Gumbles,2016,7+,5.1,,1,0,0,0,1,
Marching Orders,2018,,5.9,,1,0,0,0,1,
Atomic Puppet,2016,7+,5.1,,1,0,0,0,1,
阳关道,2018,,3.1,,1,0,0,0,1,
Fangbone!,2016,7+,5.6,,1,0,0,0,1,
Money for Nothing,2013,,5.9,,1,0,0,0,1,
Les Minijusticiers,2008,,5.9,,1,0,0,0,1,
Stunt Science,2018,18+,4.6,,1,0,0,0,1,
Iron Ladies,2018,,6,,1,0,0,0,1,
Love for Ten: Generation of Youth,2013,,6.4,,1,0,0,0,1,
Slum Survivors,2014,,4.4,,1,0,0,0,1,
Save our Shelter,2015,,7.5,,1,0,0,0,1,
Operation Gold Rush with Dan Snow,2016,,6.5,,1,0,0,0,1,
Love Around,2013,,,,1,0,0,0,1,
My Hotter Half,2017,,3.8,,1,0,0,0,1,
The Big Ward,2016,,,,1,0,0,0,1,
Changing Seas,2009,all,6.6,,1,0,0,0,1,
Great World Hotels,2012,,3.2,,1,0,0,0,1,
Baby Ballroom: The Championship,2007,,6.1,,1,0,0,0,1,
Hive Alive,2014,,7.9,,1,0,0,0,1,
Chico Bon Bon: Monkey with a Tool Belt,2020,,7.9,,1,0,0,0,1,
Be With You,2015,,1,,1,0,0,0,1,
Gonul,2017,,,,1,0,0,0,1,
Zona Rosa,2019,,5.8,,1,0,0,0,1,
Jumping Girl,2015,,5.2,,1,0,0,0,1,
Bangkok Love Stories: Hey You!,2018,,7,,1,0,0,0,1,
Monster Math Squad,2012,,5,,1,0,0,0,1,
"Gunpowder, Treason and Plot",2001,,7.1,,1,0,0,0,1,
The Outstanding Woman,2014,,5.3,,1,0,0,0,1,
Dragons: Race to the Edge,2016,,,,1,0,0,0,1,
Grami's Circus Show,2014,all,5.1,,1,0,0,0,1,
Natural Born Hustlers: The Hunger Hustlers,2016,,8,,1,0,0,0,1,
Game Winning Hit,2009,,1.8,,1,0,0,0,1,
Compete to Eat,2013,,4.7,,1,0,0,0,1,
Shopkins,2014,all,3.2,,1,0,0,0,1,
Sammy & Bella's Kitchen Rescue,2017,,4.7,,1,0,0,0,1,
True: Terrific Tales,2020,,,,1,0,0,0,1,
Selling Houses with Sarah Beeny,2014,,7.1,,1,0,0,0,1,
Rescue Mediums,2006,,5,,1,0,0,0,1,
The Day My Butt Went Psycho!,2013,,3.2,,1,0,0,0,1,
I Own Britain's Best Home,2008,,6.3,,1,0,0,0,1,
Harry & Bunnie,2017,,4,,1,0,0,0,1,
Real Rescues,2007,,,,1,0,0,0,1,
Six Puppies and Us,2015,all,6.8,,1,0,0,0,1,
Kate and Mim-Mim,2014,,,,1,0,0,0,1,
Power Battle Watch Car,2016,,,,1,0,1,0,1,
Learning Time with Timmy,2018,,5.5,,1,0,0,0,1,
Islands of the Future,2016,,6.8,,1,0,0,0,1,
The Great British Baking Show: Holidays,2016,16+,,,1,0,0,0,1,
Hoy Soy Nadie,2014,,6.1,,1,0,0,0,1,
Las Muñecas de la Mafia,2014,,,,1,0,0,0,1,
El Señor de los Cielos 3,2015,,,,1,0,0,0,1,
The Great British Baking Show: Masterclass,2013,,,,1,0,0,0,1,
Race of Life,2016,,5.3,,1,0,0,0,1,
My Tattoo Addiction,2012,,4.3,,1,0,0,0,1,
Super Bheem,2017,,5.7,,1,0,0,0,1,
Khelti Hai Zindagi Aankh Micholi,2013,,6.9,,1,0,0,0,1,
My Secret Romance,2017,,,,1,0,0,0,1,
Changing Faces,2015,,5.3,,1,0,0,0,1,
Head 2 Head,2015,,,,1,0,0,0,1,
History's Greatest Hoaxes,2016,,,,1,0,0,0,1,
Guerra de Idolos,2017,,,,1,0,0,0,1,
The Jaime Maussan Show,2010,,4.9,,1,0,0,0,1,
Vecinos,2012,,,,1,0,0,0,1,
Million Yen Women,2017,,,,1,0,0,0,1,
HooplaKidz,2010,,6.9,,1,0,0,0,1,
Devilman Crybaby,2018,,,,1,0,0,0,1,
Comedy High School,2018,,,,1,0,0,0,1,
Born To Explore,1914,,,,1,0,0,0,1,
Secrets of Ancient Rome,2015,,,,1,0,0,0,1,
The Princess Weiyoung - 锦绣未央,2016,,,,1,0,0,0,1,
Trawlermen Tales,2016,,6.1,,1,0,0,0,1,
Wild Alaska,2014,,,,1,0,0,0,1,
Argon,2017,,,,1,0,0,0,1,
Aftermath,2014,,,,1,0,0,0,1,
Sugar,2006,,,,1,0,0,0,1,
Beyond Stranger Things,2017,,,,1,0,0,0,1,
El Chavo,1973,,,,1,0,0,0,1,
Men on a Mission,2018,,,,1,0,0,0,1,
Click for Murder,2017,,,,1,0,0,0,1,
ViR: The Robot Boy,2013,,2.8,,1,0,1,0,1,
Be with Me,2015,,,,1,0,0,0,1,
XH Derbez,2012,,,,1,0,0,0,1,
Hardliners,2010,,,,1,0,0,0,1,
El Cartel,2008,,,,1,0,0,0,1,
"Find It, Fix It, Flog It",2016,,,,1,0,0,0,1,
For the Win,2017,,3,,1,0,0,0,1,
Paul Hollywood's Big Continental Road Trip,2017,,,,1,0,0,0,1,
"Nightmare Tenants, Slum Landlords",2015,,,,1,0,0,0,1,
Cleo & Cuquin,2018,,,,1,0,0,0,1,
Miniforce,2016,,,,1,0,1,0,1,
An Innocent Mistake,2012,,,,1,0,0,0,1,
Lockup: Disturbing the Peace,2013,,,,1,0,0,0,1,
Love Cheque Charge,2014,,,,1,0,0,0,1,
Timeless Seasons,2014,,,,1,0,0,0,1,
The Game 365,2006,,,,1,0,0,0,1,
Dhia Sofea,2014,,,,1,0,0,0,1,
High Risk,2011,,,,1,0,0,0,1,
Minecraft: Story Mode,2015,,,,1,0,0,0,1,
Sports Adventures,2000,,,,1,0,0,0,1,
Wild France with Ray Mears,2016,,,,1,0,0,0,1,
K-Pop Extreme Survival,2012,,,,1,0,0,0,1,
Genius of the Ancient World,2015,,,,1,0,0,0,1,
Wildest Middle East,2015,,,,1,0,1,0,1,
Ready for Start,2016,,,,1,0,0,0,1,
The Fear,2012,,,,1,0,0,0,1,
President,2011,,,,1,0,0,0,1,
Surveillance Oz,2012,,,,1,0,0,0,1,
Road to Victory,2001,,,,1,0,0,0,1,
The Ultimatum,2012,,,,1,0,0,0,1,
Corvette Nation,2013,7+,,,1,0,1,0,1,
Queens of Comedy,2017,,,,1,0,0,0,1,
Caught On Camera (UK),2013,,,,1,0,0,0,1,
Murphy's Law of Love,2014,,,,1,0,0,0,1,
Renters,2016,,,,1,0,0,0,1,
How to Live Mortgage Free with Sarah Beeny,2017,,,,1,0,0,0,1,
Kitten Rescuers,2016,,,,1,0,0,0,1,
The Color of a Woman,2011,,,,1,0,0,0,1,
Polar Bear: Spy on the Ice,2010,,,,1,0,0,0,1,
Voice (OCN),2017,,,,1,0,0,0,1,
Show Me the Money,2004,,,,1,0,0,0,1,
Ordinary Heroes,2013,,,,1,0,0,0,1,
Love Me As I Am,2013,,,,1,0,0,0,1,
My Little Baby,2016,,,,1,0,1,0,1,
UglyFaceOfBeauty,2011,,,,1,0,0,0,1,
Real GOT7,2014,,,,1,0,0,0,1,
The Underwear,2017,,,,1,0,0,0,1,
To Build Or Not To Build,2000,,,,1,0,0,0,1,
Murder Files,2012,,,,1,0,0,0,1,
"Deals, Wheels and Steals",2015,,,,1,0,0,0,1,
Sons of the Caliphate,2016,,,,1,0,0,0,1,
Under the Black Moonlight,2016,,,,1,0,0,0,1,
Lovely Love Lie (The Liar and His Lover),2017,,,,1,0,0,0,1,
Truth,2012,,,,1,0,0,0,1,
In Between,2012,,,,1,0,0,0,1,
Fairground Attractions,2011,,,,1,0,0,0,1,
Taste of the Country,2011,,,,1,0,0,0,1,
Love Family,2013,,,,1,0,0,0,1,
World At Your Feet,2014,,,,1,0,0,0,1,
The Polar Sea,2014,,,,1,0,0,0,1,
The Golden Path,2012,,,,1,0,0,0,1,
JingleKids,2019,,,,1,0,0,0,1,
Sin Ellas No Hay Paraíso,2013,,,,1,0,0,0,1,
Slice of Paradise,2017,,,,1,0,0,0,1,
Two Fathers,2013,,,,1,0,0,0,1,
Rick and Morty,2013,18+,9.2,94%,0,1,0,0,1,
Fargo,2014,18+,8.9,96%,0,1,0,0,1,
Vikings,2013,18+,8.5,93%,0,1,1,0,1,
Brooklyn Nine-Nine,2013,16+,8.4,97%,0,1,0,0,1,
The Simpsons,1989,7+,8.7,85%,0,1,0,1,1,
Lost,2004,16+,8.3,85%,0,1,0,0,1,
Prison Break,2005,16+,8.3,60%,0,1,0,0,1,
Modern Family,2009,16+,8.4,86%,0,1,0,0,1,
Firefly,2002,16+,9,85%,0,1,0,0,1,
Seinfeld,1989,7+,8.8,88%,0,1,0,0,1,
It's Always Sunny in Philadelphia,2005,18+,8.8,96%,0,1,0,0,1,
Killing Eve,2018,16+,8.3,90%,0,1,0,0,1,
South Park,1997,18+,8.7,81%,0,1,0,0,1,
How I Met Your Mother,2005,16+,8.3,83%,0,1,0,0,1,
Futurama,1999,16+,8.4,95%,0,1,0,0,1,
The Handmaid's Tale,2017,18+,8.5,88%,0,1,0,0,1,
Sons of Anarchy,2008,18+,8.6,87%,0,1,0,0,1,
Gravity Falls,2012,7+,8.9,100%,0,1,0,1,1,
What We Do in the Shadows,2019,18+,8.4,97%,0,1,0,0,1,
Archer,2009,18+,8.6,91%,0,1,0,0,1,
This Is Us,2016,16+,8.7,92%,0,1,0,0,1,
Pride and Prejudice,1995,all,8.9,88%,0,1,1,0,1,
Justified,2010,18+,8.6,97%,0,1,0,0,1,
Scrubs,2001,7+,8.3,83%,0,1,0,0,1,
The X-Files,1993,16+,8.6,75%,0,1,0,0,1,
My Hero Academia,2016,16+,8.5,100%,0,1,0,0,1,
Adventure Time,2010,7+,8.6,100%,0,1,0,0,1,
24,2001,16+,8.3,86%,0,1,0,0,1,
White Collar,2009,16+,8.2,96%,0,1,0,0,1,
Friday Night Lights,2006,7+,8.7,97%,0,1,0,0,1,
Mr. Bean,1990,all,8.5,100%,0,1,1,0,1,
Buffy the Vampire Slayer,1997,7+,8.2,82%,0,1,0,0,1,
Bob's Burgers,2011,16+,8.1,91%,0,1,0,0,1,
30 Rock,2006,16+,8.2,85%,0,1,1,0,1,
Legion,2017,16+,8.3,91%,0,1,0,0,1,
Elementary,2012,16+,7.9,95%,0,1,0,0,1,
Taboo,2017,16+,8.4,76%,0,1,0,0,1,
Atlanta,2016,18+,8.6,97%,0,1,0,0,1,
The Shield,2002,18+,8.7,90%,0,1,0,0,1,
Normal People,2020,,8.8,83%,0,1,0,0,1,
The Office,2001,16+,8.5,96%,0,1,0,0,1,
Black Books,2000,7+,8.5,100%,0,1,1,0,1,
Naruto Shippūden,2007,7+,8.6,,0,1,0,0,1,
09-01-2001,2018,16+,7.7,81%,0,1,0,0,1,
Misfits,2009,18+,8.2,92%,0,1,0,0,1,
Veronica Mars,2004,16+,8.3,92%,0,1,0,0,1,
11.22.63,2016,18+,8.2,80%,0,1,0,0,1,
Frasier,1993,7+,8,93%,0,1,0,0,1,
Line of Duty,2012,18+,8.6,97%,0,1,0,0,1,
Bones,2005,16+,7.8,90%,0,1,1,0,1,
Steins,Gate,2011,16+,8.8,100%,0,1,0,0,1
The Killing,2011,18+,8.2,69%,0,1,0,0,1,
The Good Doctor,2017,16+,8.2,,0,1,0,0,1,
Preacher,2016,18+,8,87%,0,1,0,0,1,
The Orville,2017,16+,8,65%,0,1,0,0,1,
Peep show,2003,18+,8.6,96%,0,1,1,0,1,
Desperate Housewives,2004,7+,7.4,72%,0,1,0,0,1,
RuPaul's Drag Race,2009,16+,8.5,83%,0,1,1,0,1,
Battlestar Galactica,2004,16+,8.6,82%,0,1,0,0,1,
Over the Garden Wall,2014,7+,8.8,88%,0,1,0,0,1,
Revenge,2011,16+,7.8,69%,0,1,0,0,1,
Tokyo Ghoul,2014,18+,7.9,100%,0,1,0,0,1,
Superstore,2015,16+,7.8,92%,0,1,0,0,1,
Lie to Me,2009,16+,8,78%,0,1,0,0,1,
One Piece,1999,7+,8.7,,0,1,0,0,1,
Spaced,1999,18+,8.6,100%,0,1,0,0,1,
12 Monkeys,2015,16+,7.7,88%,0,1,0,0,1,
Blue Bloods,2010,16+,7.5,91%,0,1,1,0,1,
Devs,2020,18+,7.8,81%,0,1,0,0,1,
The Rookie,2018,16+,8.1,68%,0,1,0,0,1,
DAVE,2020,18+,8.4,62%,0,1,0,0,1,
Younger,2015,16+,7.8,99%,0,1,0,0,1,
Food Wars! Shokugeki no Soma,2015,18+,8.3,,0,1,0,0,1,
Smallville,2001,7+,7.4,78%,0,1,0,0,1,
Dirk Gently's Holistic Detective Agency,2016,16+,8.3,85%,0,1,0,0,1,
Broad City,2014,18+,8.4,99%,0,1,0,0,1,
Workaholics,2011,18+,8.1,86%,0,1,1,0,1,
Dead Like Me,2003,16+,8.1,87%,0,1,1,0,1,
Nathan For You,2013,16+,8.8,97%,0,1,0,0,1,
Angel,1999,7+,7.9,88%,0,1,0,0,1,
Timeless,2016,7+,7.7,91%,0,1,0,0,1,
Castle Rock,2018,18+,7.6,87%,0,1,0,0,1,
Fresh Off the Boat,2015,7+,7.8,94%,0,1,0,0,1,
You're the Worst,2014,18+,8.1,95%,0,1,0,0,1,
The Affair,2014,18+,7.9,86%,0,1,0,0,1,
Elfen Lied,2004,18+,8,100%,0,1,1,0,1,
The Last Ship,2014,16+,7.5,83%,0,1,0,0,1,
Everybody Hates Chris,2005,7+,7.4,95%,0,1,0,0,1,
Raising Hope,2010,16+,8,96%,0,1,0,0,1,
Boston Legal,2004,16+,8.4,86%,0,1,0,0,1,
Cowboy Bebop,1998,18+,8.9,,0,1,0,0,1,
The Terror,2018,18+,8,87%,0,1,0,0,1,
Stargate SG-1,1997,7+,8.4,,0,1,1,0,1,
Future Man,2017,18+,7.8,91%,0,1,0,0,1,
Inside No. 9,2014,18+,8.5,100%,0,1,0,0,1,
Zoey's Extraordinary Playlist,2020,16+,8.1,74%,0,1,0,0,1,
The Strain,2014,18+,7.3,79%,0,1,0,0,1,
The Venture Bros.,2004,18+,8.5,92%,0,1,0,0,1,
Demon Slayer: Kimetsu no Yaiba,2019,18+,8.8,,0,1,0,0,1,
The League,2009,18+,8.2,81%,0,1,0,0,1,
Parenthood,2010,7+,8.2,88%,0,1,0,0,1,
Samurai Champloo,2004,18+,8.5,88%,0,1,0,0,1,
Mrs. America,2020,18+,7.5,96%,0,1,0,0,1,
Marvel's Runaways,2017,16+,7,87%,0,1,0,1,1,
Please Like Me,2013,18+,8.5,100%,0,1,0,0,1,
My Name Is Earl,2005,16+,7.7,82%,0,1,0,0,1,
Little Fires Everywhere,2020,18+,7.7,77%,0,1,0,0,1,
The Act,2019,18+,8,89%,0,1,0,0,1,
Dollhouse,2009,16+,7.7,72%,0,1,0,0,1,
Southland,2009,16+,8.4,87%,0,1,0,0,1,
Dragon Ball,1986,16+,8.5,,0,1,0,0,1,
Damages,2007,18+,8.1,91%,0,1,0,0,1,
Looking for Alaska,2019,18+,8.1,92%,0,1,0,0,1,
American Dad!,2005,16+,7.3,,0,1,0,0,1,
Legend of the Seeker,2008,16+,7.6,42%,0,1,0,0,1,
The Exorcist,2016,16+,8.1,89%,0,1,0,0,1,
Awkward.,2011,16+,7.5,78%,0,1,1,0,1,
Brockmire,2017,18+,8.1,98%,0,1,0,0,1,
High Fidelity,2020,18+,7.6,85%,0,1,0,0,1,
Better Things,2016,7+,7.7,97%,0,1,0,0,1,
Happy Endings,2011,16+,7.7,78%,0,1,0,0,1,
Fear the Walking Dead,2015,18+,6.9,73%,0,1,0,0,1,
TRIGUN,1998,7+,8.3,100%,0,1,0,0,1,
In the Flesh,2013,18+,8,97%,0,1,0,0,1,
The Bridge,2011,18+,8.6,,0,1,0,0,1,
Chicago P.D.,2014,16+,8.1,,0,1,1,0,1,
Better Off Ted,2009,7+,8.2,89%,0,1,0,0,1,
The Gifted,2017,16+,7.4,79%,0,1,0,0,1,
Lethal Weapon,2016,16+,7.9,89%,0,1,0,0,1,
The Last Man on Earth,2015,16+,7.3,84%,0,1,0,0,1,
Chicago Fire,2012,16+,7.9,,0,1,0,0,1,
Sleepy Hollow,2013,16+,7.4,77%,0,1,0,0,1,
Rescue Me,2004,18+,8.3,89%,0,1,0,0,1,
Horace and Pete,2016,18+,8.5,96%,0,1,0,0,1,
Snowfall,2017,18+,8,81%,0,1,0,0,1,
Shadowhunters,2016,16+,6.6,76%,0,1,0,0,1,
Top of the Lake,2013,18+,7.5,82%,0,1,0,0,1,
Prime Suspect,1991,18+,8.4,100%,0,1,0,0,1,
Deutschland,2015,18+,8.1,94%,0,1,0,0,1,
Rizzoli & Isles,2010,16+,7.6,72%,0,1,0,0,1,
Stargate Universe,2009,16+,7.6,70%,0,1,1,0,1,
Key & Peele,2012,18+,8.3,97%,0,1,0,0,1,
The Mighty Boosh,2004,16+,8.3,100%,0,1,0,0,1,
Blindspot,2015,16+,7.4,,0,1,0,0,1,
Stumptown,2019,16+,7.5,92%,0,1,0,0,1,
The Mindy Project,2012,16+,7.4,86%,0,1,0,0,1,
Empire,2015,16+,7.4,84%,0,1,0,0,1,
Quantum Leap,1989,7+,8.1,,0,1,0,0,1,
The Librarians,2014,16+,7.3,89%,0,1,0,0,1,
The Middle,2009,7+,7.5,,0,1,0,0,1,
The Resident,2018,16+,7.6,,0,1,0,0,1,
Manifest,2018,16+,7.2,57%,0,1,0,0,1,
Saturday Night Live,1975,16+,8.1,,0,1,0,0,1,
Survivor,2000,7+,7.2,,0,1,1,0,1,
Nip/Tuck,2003,18+,7.6,75%,0,1,0,0,1,
New Amsterdam,2018,16+,8.1,34%,0,1,0,0,1,
Hellsing Ultimate,2006,18+,8.3,80%,0,1,0,0,1,
Steven Universe,2013,7+,8.2,,0,1,0,0,1,
Drake & Josh,2004,7+,7.7,,0,1,0,0,1,
Ugly Betty,2006,7+,6.5,97%,0,1,0,0,1,
black-ish,2014,7+,7.1,91%,0,1,0,0,1,
Marvel's Cloak & Dagger,2018,16+,6.7,87%,0,1,0,0,1,
Wilfred,2011,18+,7.8,83%,0,1,0,0,1,
Catch-22,2019,18+,7.8,84%,0,1,0,0,1,
Stargate Atlantis,2004,7+,8.1,,0,1,1,0,1,
M*A*S*H,1972,7+,8.4,,0,1,0,0,1,
Invader Zim,2001,7+,8.3,100%,0,1,0,0,1,
For Life,2020,16+,7.5,86%,0,1,0,0,1,
Wayward Pines,2015,16+,7.4,61%,0,1,0,0,1,
Sailor Moon,1992,16+,7.7,90%,0,1,0,0,1,
Home Movies,1999,7+,8,100%,0,1,0,0,1,
Mr Inbetween,2018,18+,8.3,95%,0,1,0,0,1,
Mayans M.C.,2018,18+,7.5,86%,0,1,0,0,1,
The Unit,2006,16+,8.1,84%,0,1,0,0,1,
I Love Lucy,1951,all,8.4,,0,1,0,0,1,
Nashville,2012,7+,7.7,90%,0,1,0,0,1,
NYPD Blue,1993,18+,7.5,84%,0,1,1,0,1,
Ramy,2019,18+,8,97%,0,1,0,0,1,
Don't Trust the B---- in Apartment 23,2012,16+,7.3,85%,0,1,0,0,1,
MythBusters,2003,7+,8.3,,0,1,0,0,1,
The Goldbergs,2013,7+,8.1,,0,1,0,0,1,
Letterkenny,2016,18+,8.7,,0,1,0,0,1,
Cougar Town,2009,7+,6.9,89%,0,1,1,0,1,
Regular Show,2010,7+,8.4,,0,1,0,0,1,
Motherland: Fort Salem,2020,16+,6.9,58%,0,1,0,0,1,
Bunheads,2012,16+,7.6,100%,0,1,0,0,1,
CSI: Crime Scene Investigation,2000,16+,7.6,,0,1,0,0,1,
One Tree Hill,2003,16+,7.6,,0,1,0,0,1,
Afro Samurai,2007,18+,7.7,100%,0,1,0,0,1,
Graceland,2013,16+,7.7,86%,0,1,0,0,1,
Scream Queens,2015,16+,7.1,75%,0,1,0,0,1,
Genius,2017,7+,8.4,70%,0,1,0,0,1,
The Looming Tower,2018,18+,8,88%,0,1,0,0,1,
The Promised Neverland,2019,18+,8.8,,0,1,0,0,1,
Pinky and the Brain,1995,all,7.9,75%,0,1,0,0,1,
Married... with Children,1987,7+,8,,0,1,0,0,1,
Last Man Standing,2011,16+,7.6,,0,1,0,0,1,
Emergence,2019,16+,7.2,94%,0,1,0,0,1,
Terriers,2010,18+,8.4,92%,0,1,0,0,1,
UnREAL,2015,18+,7.8,82%,0,1,0,0,1,
Blackadder,1983,7+,8.1,,0,1,1,0,1,
The Hitchhiker's Guide to the Galaxy,1981,7+,8,67%,0,1,1,0,1,
Witches of East End,2013,16+,7.6,65%,0,1,0,0,1,
The Wonder Years,1988,7+,8.3,,0,1,0,0,1,
Robot Chicken,2005,18+,7.7,,0,1,0,0,1,
Harlots,2017,18+,7.7,98%,0,1,0,0,1,
Good Behavior,2016,16+,8.1,78%,0,1,0,0,1,
The Golden Girls,1985,7+,7.9,,0,1,0,0,1,
RuPaul's Drag Race All Stars,2012,16+,8.6,70%,0,1,0,0,1,
Will & Grace,1998,16+,7.2,,0,1,0,0,1,
The Outer Limits,1963,7+,8.2,91%,0,1,0,0,1,
Salem,2014,18+,7.1,82%,0,1,0,0,1,
The Hot Zone,2019,16+,7.3,90%,0,1,0,0,1,
Baskets,2016,18+,7.5,92%,0,1,0,0,1,
Make It or Break It,2009,16+,7.5,79%,0,1,0,0,1,
The Great,2020,,7.8,81%,0,1,0,0,1,
Sliders,1995,7+,7.4,,0,1,0,0,1,
The Amazing World of Gumball,2011,7+,8.2,,0,1,0,0,1,
A Million Little Things,2018,16+,7.9,53%,0,1,0,0,1,
Man Seeking Woman,2015,18+,7.7,93%,0,1,0,0,1,
Wu-Tang: An American Saga,2019,18+,8.3,80%,0,1,0,0,1,
Ally McBeal,1997,16+,6.8,61%,0,1,0,0,1,
Siren,2018,16+,7,,0,1,0,0,1,
The Detour,2016,7+,7.7,90%,0,1,0,0,1,
Kaguya-sama: Love is War,2019,16+,8.1,,0,1,0,0,1,
My Mad Fat Diary,2013,16+,8.4,95%,0,1,0,0,1,
High School DxD,2012,18+,7.6,,0,1,0,0,1,
Face Off,2011,7+,8.2,,0,1,0,0,1,
Mom,2013,16+,7.2,,0,1,0,0,1,
Full House,1987,all,6.7,,0,1,0,0,1,
ER,1994,16+,7.7,,0,1,0,0,1,
PEN15,2019,18+,7.9,93%,0,1,0,0,1,
Roseanne,1988,7+,7,76%,0,1,0,0,1,
Touch,2012,7+,7.4,68%,0,1,0,0,1,
Sesame Street,1969,all,8.1,,0,1,1,0,1,
Hell's Kitchen,2005,16+,7.1,,0,1,1,0,1,
Shark Tank,2009,7+,7.6,,0,1,0,0,1,
The Baker and the Beauty,2020,7+,7.1,86%,0,1,0,0,1,
The Amazing Race,2001,7+,7.6,,0,1,1,0,1,
Daria,1997,16+,8,,0,1,0,0,1,
War and Peace,2016,16+,8.2,,0,1,0,0,1,
SIX,2017,18+,7.3,62%,0,1,0,0,1,
Legit,2013,18+,8.2,96%,0,1,0,0,1,
Star vs. the Forces of Evil,2015,7+,8,,0,1,0,1,1,
The Brady Bunch,1969,all,6.7,77%,0,1,0,0,1,
Chicago Med,2015,16+,7.5,,0,1,0,0,1,
Ghost Adventures,2008,7+,7.5,,0,1,0,0,1,
Body of Proof,2011,16+,7.1,76%,0,1,0,0,1,
Roots,2016,16+,7.9,96%,0,1,0,0,1,
Ghost Whisperer,2005,7+,6.3,,0,1,1,0,1,
Digimon Adventure,1999,7+,7.3,,0,1,0,0,1,
Whitechapel,2009,7+,7.9,75%,0,1,0,0,1,
Tyrant,2014,18+,7.8,60%,0,1,0,0,1,
Breeders,2020,18+,7.1,83%,0,1,0,0,1,
Ben 10,2005,7+,7.2,,0,1,0,0,1,
Alfred Hitchcock Presents,1955,16+,8.5,,0,1,0,0,1,
Solar Opposites,2020,18+,8.2,,0,1,0,0,1,
Everything's Gonna Be Okay,2020,16+,7,94%,0,1,0,0,1,
Roswell,1999,16+,7.5,,0,1,0,0,1,
